wID,Key Generated,Entropy Value,Basis Kind
102,Quantum Key: 50ae34b633c9cb3b6b8e75e8772f584b3a2789f184d684fab47c2d50dcb62b1fb9c1d562b2d049dca85eac27d0de2ecdb258bc7a51f5f976600259079a8eb748,464645.918205,rect
103,Quantum Key: 02dca7655f9fb04c0fef7f6b817b8b261d79966ffa7a0ca6f3cd8a5a1b81cc50aa3ba2f67188744ec9df6f0514c5099868bc6e13d8c00528d5dedf2883e098d5,218996.908504,rect
104,Quantum Key: fd89e04d715dd3d1cff3c3bf8d77425544d4ebce9f21267968c72b1bbdf706b32c9a061c7f6c0070ace16f28bd2a650fcdd84331158710c01a0d999cd651a09e,148130.888031,ellipse
105,Quantum Key: 79c5487777f3352d68e1bbfe6975e71cee54bc7208b1a3beefca2bac07b3d0dd235c66abf7d002a8d88f121de9adefcf81439a3949b53a7d2a8886f724ed02e2,147380.430896,ellipse
106,Quantum Key: 5e0e0138251b82b2ee78d4cec077b4c4b158949a53e477b2ee31d43b8b449db586aa6f7968f0d95956d2b7ff180cef26209a2648bf1af4528f2ee58f8f9888e0,423033.477372,circle
107,Quantum Key: ee4a8c9b142f8edbd59e7dea7bf887be523bb18022245c50598d2e04d358e819cb5981135485a5b5778cb78379d4bec37c21cb55a365fecf27d5cdffefc598cd,243390.788673,ellipse
108,Quantum Key: d50d8fa75495f41f25ca1118806e1c25231733c29edc8ad8b4a95390fd25dd8a12dcd5b42c2752067f30741323443cf094bfdd9e792beb3d45e43b2c13ea701f,296648.929989,circle
109,Quantum Key: 9014fbd951c8683d43a643f80a8782df7b178a8492cd8c1c66c88e43f98862a937748f610f465174fca3e3f48856151b75419558a9b984ba57c3cb391ece03eb,533296.038065,circle
110,Quantum Key: 01519208bc18ca460ede4713e7426d08d0df7e20b5c10ea2a186d4b7c6b7e8f1110a53ce8a1768c6ad74f2daeaafa483c4f645c348fd36ff8ce48d84003f0acd,503893.547825,circle
111,Quantum Key: 941552266c5fc93aa132718ad85e0d47475fa3f5065e40641e884917107ef51559786531e4b9dd1cdbbedf233f7a20e177f2ed203fa7593d80145936834caaa5,355105.087762,circle
112,Quantum Key: d6f09f9b2fd88d1e5bbeaacc5cf62d6df3e34c486ecb68f7c6b22b46d3b85f3f17ad58fd68968df9a14a5a2628c8d97e034a748d3ac92f0eed16154789a419da,481568.649757,rect
113,Quantum Key: 28053ad5e64d622d2b5e26f293de6749251f02f605bd2c6b16f40ea74c2cbc27532cd43a4318ba6ac918f8b208680405aa1cb84fde9316467c9e10e85d746db0,369931.501642,circle
114,Quantum Key: 2c370e013183d3a5a6b29b9dd42e09cd7c4765a202291a6384a6919646d7b08a851c585c558558480e3d37eb1a33aa72fac3c30673e547e685ff11f25877bc16,202742.013489,ellipse
115,Quantum Key: 93bba5a926cbe536df5a5035583e5556ffc9436bf1bccec764e2080d743cf0abb24295d58777fb578c1d7901cd89a5e33981749a09fb040c54ac2ff72d6eb039,78430.300140,ellipse
116,Quantum Key: c877718655df8e4b0585ee3941619db83066ba1b1365c257650faa156e2ab1180e3151ada29efdfd9e1c5e7667cad2d343214744378deff3a32f21f1fa2591da,222656.335777,ellipse
117,Quantum Key: fdf027ae6e358fbd6fd5e48bdfb48b59380a00424db02f9a1ced5ad18b6d5b0dded487dea48e23770afe0e6a9e1ed38a418689325fffb6bdc02baa38189a8cd6,647449.252330,rect
118,Quantum Key: 423f730ae13a35e03eb82ec0e0d144c7ae697304d5805c731c3d0f4666d0a5f8666654452ae0ed97cea8f938e209a73dc55b369ecdf5d995b886e4cb915a2e56,201862.735816,circle
119,Quantum Key: 2b5d7b22a403d0a621e06717e85d6624eebfb4ce022667316f0a3cc8706ffc3aabd08b0a6079cd8485a1edb371b0141be553912b17cf4c6541124bb43bf73051,236180.912336,circle
120,Quantum Key: d7958b7667bdcc09c1f8f3ccc4b02f0b701e211a59ee4c64c8f4b0b284c75ea48eee9134d2f6ac1a308c0fbb4ce9ea8f01ed0bce291836e68087acb17508976f,216616.066089,ellipse
121,Quantum Key: 4a03dc8890c62c76624bbaeaf97cad5ad8d1708658ce958588f4e06c51e35276eba28b3e4444aebaabd0580d46d41d4e9b3062976852fe4bd9441e2cc7c78d5b,206336.350563,ellipse
122,Quantum Key: 348e6fa739739c3ab8f87be9d1db9712e40a0c104ff812cf478f6ab8e0af2ff10f672974a75fa21256ef966bd538eee331b9f746352d7fca2c3a159308132f69,241892.859971,circle
123,Quantum Key: c9967673166c4fba010d70fb7b81543f77ae5b7fdb77bdc9b35c437a14c95ccf33f61f049fbea079658f1ef43f28259b398bac1d7797727b2347f2b4a1c4a571,462636.509983,rect
124,Quantum Key: c18f0f4eaa696a47b89c2b0da1ac23bf4722c97271bd5c4d180980d9fe09bce2b3dd50d43d87e49caf1082485aa6fa2259abe352b789f3c627e88e20aebc6546,714253.902389,rect
125,Quantum Key: 844df9a79eaffb29e9e156188c837bb03b0c3e2cd66b8195627d2a5e562ff7478b84793d0d9354581ccb990dc1c4de775523f979a47aa56223ea8c7a567a07b2,207814.588432,ellipse
126,Quantum Key: 002de9929ebeb6a0e29a0faefd343bf0ee3371802a92f0145f3e8867ff71f73085f26a1c133b5e9f51e9161ce7f1912611a463fa85929baf5816bf866cb353db,297978.195737,rect
127,Quantum Key: 06e7980f2724d72048aa8d26c448b005050d8bcf889ddce6aea107cc0f6b236a89bd13cfe6aa26ca3459d4c6ce7aab3ec9b1a71acfb8e465ffecae795916a3bf,95660.988150,ellipse
128,Quantum Key: e0ba45f55aa57d43a2bcc17163abea36eea0a8f756098498a57e57e8ee51418c6b0ec08308ee066c5c0f152ea198b9f532e585c0a25e46089c275aea0ad88949,118625.070644,ellipse
129,Quantum Key: 006f7f2b81a145a58d5141fa7abc0c3871c92f00ff10fbcadf50529a5fc2adcd98e6002cf3a6227eb0a2670774a6da0d65773f6bc9e299b43ae37b429fefc22a,337089.519436,circle
130,Quantum Key: fe15f9b6defe75721dd3a493abb33526409eb75f9ff8d445cc57c6619fd7ea59f48cd6e56458252f46715d5153d5dd35821a7fb086d9f076638ed24947f3b944,285230.730614,rect
131,Quantum Key: 5c1726165168c761a3704f71219b07839c387d432119b8d99eceb42276d3a8d85673a739a4320d98bb0a51ca22e70c77a63c340cf2606802fd1a4d864b6b2c9a,164979.881763,ellipse
132,Quantum Key: d96f56f5c224c09e9339766d7a710e3e813bf38091ac91f735234ec011153e85d231f911e7b0f305ce6060cb66ea9fb6aec433b9a69ed1867e4e2e9a997af5e5,174809.728936,ellipse
133,Quantum Key: 8b22d6b9e2352aa17e7f7dc044ec25becaadfbfd533642c29c96d4956b98b7a4b80f1d153a105870b94c7cf4be8d5f5385cf6f2eb214160c5638809c54c85a70,102073.482242,ellipse
134,Quantum Key: af041e6b6f00ca6266904d7084a2dc095966b2b5f4aa1a735a8d41346b656cee365148bf8117f1d9c5c520ffb854dc0a3a0f8782d4f6dce7293368d03531dbd8,238686.337799,circle
135,Quantum Key: 04fda3a9f27e371f4092539f7aed2c74c5dbe3731561d5e83b027923f5246ae7759320bcf0c2fc736612df38d73e8393041c0b9618c70a3d56464401761cc187,148230.555844,ellipse
136,Quantum Key: db4fe4fd5115137438f48e66396754eafc4dcc9907ad45d22d7e121a2efc990360574327d840794b9bdd676453dc6b85fb2138f8446261d55080948c9680d618,591222.272423,rect
137,Quantum Key: 0cc8cf8d9273369ad1c00acfb84b82051178076fc641ef86d117c693e494665970a0fe8b06478a2938845419308545217709c26e6a6dc64502d92a13b88ad0af,198279.898622,ellipse
138,Quantum Key: b01f86971aba2fe231f6cbc3d3b1866fb802220a6cdba2a34eec3aca54a614ec033b40a467c79c954f4576022c07da5c0cbadb8a67e6f26870f6fc6258b43a1a,267008.197778,ellipse
139,Quantum Key: 1cd1808ac4a0b471daa95c921bf5ffe7029dd6da2d10b6bf1af9f0d9152e3646b5e1a60010d493026fe600d1ee72a84e494857755a51ea778e2e58fd29171447,519598.408080,rect
140,Quantum Key: 8d6fd405470ed1343504f190cfcf46fe13d361b40a66fcc22582aa3eefce080ff73ad4316139a6141f1b5b661a0695cab682be07e5c237ef6126fe06d8cb3755,212063.741004,rect
141,Quantum Key: feb8ef6d57be8799aacbd481ed1c3a671f1bdf154eecfd1a76ce841e579a8cff660b7ad69b2a0b64e6bff5c57b950eeea19ba8a9ba6583cf00444512a05adc91,480016.630104,rect
142,Quantum Key: 425390f43f0f8d97481f6cbcc03e6541c75d86aa881bce0a1328b15d7b32927bef79d727b76674acd57f06f28e2cbbe32b32c5e0dbe1ce39c97f2db643a6c81d,230960.066617,circle
143,Quantum Key: a067172fdf162f4281d69094f568ab461296c89e1149d5b948230f776befb7b0320c615bffddc9a67ddd6c8947bbb650d7279824830842e1bf239c7a11131cdc,285354.871373,circle
144,Quantum Key: ed76b7612e6e6be6c45a12b499b62d3d49c8dbfb9ac035c0e8b1f67c7117c7abe7ea9a46c45da34dfca66146843421807e01a680b1c080866e5f17bc605eb0b6,658429.944778,rect
145,Quantum Key: 30344879eda47540f0a4b53042aa4d0b4f2eefcbf7ff2011531d88745749d625a3d43955613c6f5d3f3ea70ed473b65fce895d12023003c1733edf4c886ed175,214019.231098,circle
146,Quantum Key: feeaa5e386e389ea436b895eb1207a95b4611297230622b1bd8b45a9775ff35282ed854be244b005eb9ce018acd5ad801ec656db643f35b2c653071f7520d996,198371.050969,circle
147,Quantum Key: b070a59c805ecb85aa3112afabcd1630ec2372cd3678b57d68c5f1f4e65ec17f264383a93ebc45b33a2edecbc7dc746e9ce529ecaa5fa906fb21c384249c5e99,95379.533378,ellipse
148,Quantum Key: 6f933f0abfd0144a7a68204be429916862ac26426b2b6a0458dc030fa881eca9c961a089547766c8f8bee33d2c254538a04d9246d2ddd32790a9351f4396027d,123526.141924,ellipse
149,Quantum Key: e317e58ecd0cb15bb6a2e4228a7c1e8f3d1c8c0938c3ffdbe3d49654d030eeeb4565430ab1fbc2edd6c794fa087699399c23620e037ec5f9f9ff9151196fcc91,116288.892254,ellipse
150,Quantum Key: 23e99be70db7e5f34d16a4b9f2ff43d63ade001f3af15cbadf21fa09188f23e451efa684868463e9a522d8d70527999aab195836cffeb5d422f5def82f12fb33,100672.644392,ellipse
151,Quantum Key: e31a1f00171871ebe75571f00824d68727079b772cb72c330c46fa5811f5f442f3d67c2d4221da3655fdce1e56b2a8f7b27c76451951e81c66728c74ef0288e9,157428.439336,ellipse
152,Quantum Key: b5565b41d351e9c978d5c7ce8521e4f3300fd12e243c0e0dda0a89daa7b1e089006bd1778cfe1b1fe9b40be1a5965b61a473f1b063a7c1e5ccc906ef75ee4d5e,611275.847898,rect
153,Quantum Key: 80573993037bb94b1db02aaa585f65d8e12ccf099506e44a568f9776af1b99f9d7a6838a727fb1d10380fa7ba3ff8829a050cde64800476d74a7c3724532f375,334342.302430,circle
154,Quantum Key: 091719f6352779a31289f1d8bf90c46144dbe8d9bf1e347a1d2d02cd7226d4c9d150b49e5fc012961a1a591574d77dbb8fe26690104daa4708a3cc18aca17e50,544547.169205,circle
155,Quantum Key: 20c378b7224113b524ae2675c4f97680432fa8511e10666cbe6b3518114eeba7a17e561fcbd6c81b679dc6517d85356866b6a2f0f8f6210d18c2e7a8c9c8ddb2,616512.950663,rect
156,Quantum Key: cbbe627cfdc89cca87296c7851718f414a9dd19d763d836f33273a92bc74cce9a4c382552497309f2054eec913efa27e5c860f7072e070a62db76ff3d65e8607,494730.165073,rect
157,Quantum Key: 580ad294162adc3bf99b5911f7100c603b09ada2acce614ad4aeed8a0acf316b6d5c54463318d41fc80775f4a9845d43920b8586d0007e9b54b857a931503317,248691.072096,circle
158,Quantum Key: 70178a017b28cdebfb8f410981bf909d53ba200c9ac4a37eeb4b7ba59c74269ed4cb8558c5fd4302fd28cc528b75a194c639dd18a81af714c29b905a057ffcba,348292.620234,rect
159,Quantum Key: 309975d5452459e8de531d0a8aaef74a5902d03d4a4011c1a8282c1bddaaf1750d3d7c712b8d7fa68256d4d6b95786c6d6df7f2a8e6658dde19f802d36094f15,262072.120037,rect
160,Quantum Key: d7be25e02aaaec54a96353ba1b25ee2db2601c84a7a4086603c61e4cb8e21cf294a3a211bcbda6ae405ab539b2b1d4d842bd1467687c383458824ea5b07bff88,118343.749076,ellipse
161,Quantum Key: a76decdb8e6fc69b5883257eaa9192b00aa8062cf4e19281cd19eace6994b66391bc9d1529d60619eb40be437f0abed88a39f8a6eaf3d7de93570e463035a5f6,405703.785112,circle
162,Quantum Key: 7028b8ade555f00c3e0e630671ac10b48b35cd112ec7a7e98f925f4a7c64cbefed677a1a75f63155f4b79352e1dbf3ffdc7a82378dad37d3a698f2d83ea1f18d,147459.849967,ellipse
163,Quantum Key: 7c4f8f27210564cb0c08209dd9074942a3ecfefc2c2fafb5820cb7161179b7aece526ffe3597223641deec569b75acc04804b77ef4c008fac7724fe10251e4bb,714777.190294,rect
164,Quantum Key: 5f38a265ccf7326ab8c1f5bc1e369e80fe5b88ca42dec516e0115490c232ce41718a599c22968e6eb3f84ac958009add6c10452cc477315598b12b266b354b07,585819.587675,rect
165,Quantum Key: 135c09090c3011f38fe05adeb9131a3cc59f0c8f5f0c85853a2700dc4a976346dc4f79cd376f1f12cf6a5d7e84502076832c37c1d47281360cbe8674895da798,613000.747536,rect
166,Quantum Key: b9f976e93a352f4677c86a497ad580c3424954c56e9eab1eff7a04810a27cbb271f9dbcc0e03dfffcf68e9647ff0a9f215a22d5bba9dd94a9cc3fab18d1fef4c,390467.402753,rect
167,Quantum Key: 68582f6e9c8bbb9daa8c5e4621a28b9b42b7ef554e5ac553647ea1071010c514c0ed482d752742e7c12b9341bfb70e2a995b81bdb8c3d782d9c359616f3518a0,212320.588638,circle
168,Quantum Key: 79f327b352344e415facfb422b8c1023e8a9de2a91d18934f3a20dc4e00c699988dde0e8e5dfd8d79249b46059101622d74db21c9ee0fc2f370ab0c2f43c3033,124633.658127,ellipse
169,Quantum Key: ca4b38e21681fb389f9b2f5755a4cce1ffef0496e1c57ee69a2042d873ae950315f71ae7037044423f0b3673b126febf8866146bffab0fd212677db98ae383b9,526563.562420,circle
170,Quantum Key: e4484d937961f88f3c09ea7456ef3a4e12858e2f6bc0f0e1a8f6adfb684fe7ca2b318a497b6a84e8844cebad953f859a238b7ab76f8f10fba23246a0130d23da,595961.568570,rect
171,Quantum Key: fc0eb72b53593706d33268a0ababbfd5e4662d223e4a9fdd4346ccacc7c1d7d963b20f5a38dd20cdf0b143f538762cba8ea38def7e5add40f4bf52e747383273,80950.483679,ellipse
172,Quantum Key: 41cec7e5fa24a772a79e56d575f72de1605193492386e4b151e30284b3ee7e802ba6b458ef078127fbe0f1729fe24ed8adb929128a00c427c9906a6f317c98d0,253277.113770,circle
173,Quantum Key: a097b50564ac7f41c464aaec66e24871a8eb9e3a9bfd083278e2eb173b4d0dd149f2ae462769cd3f2f2791b9fcd8ef05e01f48df74dc471488073afcb180301d,302683.893496,circle
174,Quantum Key: 68c13af2729591620270d748c28893c5fe173595dff9a0efcb13337277f0f8fd0c039e0ca99919f0f7930ba8414fc2fc0dfd98ba2148c0c51abd7b3855874aa1,202978.189614,ellipse
175,Quantum Key: bd3716e4805215acc709c9f25e671e06ec504bbd4ea1b2248c79bf8132e7a0fa8ac34cbd082afaa2f6390bc9d7489446a941a16b5458b386d8d77b938822c5f2,317981.807334,circle
176,Quantum Key: 5953e0ffc170f91c47077a8bb50ab77f45a493742ec0c49855c9c18ddae6a141773eabeaf2c1a2913eeb86fed25617f0e0cab9d2288a86d9e7dd9765b34d2c8e,695924.042560,rect
177,Quantum Key: 86b12af0da928ffe8ece1958e792cfd299e4280657f9ee7d3214bc64ea1eb7d4f2d389de6694a6d6dba28aed284fdea0c9a47327e81ee8ffe269058097ee94ac,277281.201831,circle
178,Quantum Key: bc80622c0441e3f65d408315488ed4a962727531d0790f85cb0173188d155aed7ed9f24c63c89fe3e5cfd5c800b23ef401c8cd3efa1c0ae0baf7552bb81d33ce,684759.788746,rect
179,Quantum Key: c95868875ed8ee51fb10fd72d9437307ae55dcb4a831821a36d456c5e65292d1fa4cabfb948fcd41aafae1cf7fef8b33242c71d53ad43e425badcceedf99d81c,268740.876481,circle
180,Quantum Key: 8bb231d3446b44c2dfb4bea24766a15e81d025b8172adc29b237eb413648c6ebd098caca8f896edea0dea8d25b91de07ef46a6990d313a84fb57017b2c5c4a8d,271284.871880,circle
181,Quantum Key: e5b0810ab446ec1399cc4570a130e0f6e6adecaecdf1bdc2d29f87dc67cd21533871c097f3284fb78f94427799f4965a9821ee2ef05e72fce0ea53f2874cd815,282073.116430,circle
182,Quantum Key: 7d7ba529d311150334f4492f5d093875fe2732615fc91c800e6cfb877c11506161df9e1f4272dc309acc4597b9aed2baa87079f8b5ac7dc3d4ce9b75eae3ff9d,198721.286052,circle
183,Quantum Key: 706d0c6b12a926e1105d76fde121aa8cd2c943e063f55799ee896d0f210a8b41b0014c5f4d2ef01928ffac2c7bff4b76e449960f127d2358ad15db3e6f6cbb6c,188979.058604,circle
184,Quantum Key: 790da60f0caff77e7d6c35e66435d068a84ec20057f4c8c24c07aba21f70e5e193668d4eb5f60ab2a86f9b6681d77203ca43af842fe6c76ea59aa5c5e67d9738,203409.609032,circle
185,Quantum Key: e179837e32bacee79ac5682ea6d549e482d460cb1753114580a33471b67370739a538e12357d2c434a01d7656fcc85bf93978decd9907ef5fb603c4a4f28bbaa,294094.332335,circle
186,Quantum Key: c4b37159d7e06aa4a370fa010b3522eefcc3ffd4ce8449e1a93219dbc26f8d1b42711a7666a102b4fd5f0cdec6ee283cf9a9700bf7e48a16ebeb2dfaa13fa06b,414075.370966,circle
187,Quantum Key: 0184f2e6a5e0d987af71764ee49c8a69d3a9e0cece448599ff6a9217bbb36abf8302aab0ad675256679162e29dc6ba03ba2c640c4d939541e07509c216bfd3f4,81876.699044,ellipse
188,Quantum Key: 9c3323730b55f9b605325b774a6c81d25e4c72d5dcfd78bb0b8b9ee297658c38114a20bfdc2404ab235323b62b446b1812e89216f1a8f4f117c7f3e316fb6cdf,271546.826403,circle
189,Quantum Key: 28ed37b04bdc89bd3a84ddc2f344be008534edc0b203c235964615830d527f04e387ae45675c48e642f2460262b299ce400ca43e035c7b90abaad8914e2e9da2,314985.415192,circle
190,Quantum Key: 63e42637a6e3c05f601d8f1cbf161560661cf8733065d1a66195e524d930daba4cbb2b6a34221cf2bb2e803ee37e9253c264838fd86a3a25a60365e5454b4f42,309334.950544,circle
191,Quantum Key: 0c3e447d297daded9ee93520120469dd5c2f62bcdadef52cf6cd4c94b5000e1a842e24cbeaaa9d535bc1973a82f8a8d83e0cd67da36737db1af7e4fec84d3b4f,485102.108535,circle
192,Quantum Key: 29164c184f767a0bdb310282f49dbb029643410d4aa19b42c7fa03b81c45f040fffd69e801667610f39b562bf6abcb371e53634d98762f0e6949c2c54e6a9ca1,259349.372663,circle
193,Quantum Key: 7e0408ccd88d6cf96e1bb68238d23505c36475de9bd0ad3912d648d479ef9b9941aa134fbcbb71edc035b5b11cad0e1ea043647887f1ab7304fc4ecb898809d2,437513.203639,circle
194,Quantum Key: e13b3b2a6655e689e193e01f456b54973a684b355f144e495a1afd47883be922c104f5bd2b81b699a3ac5d03b8c49865b3e35c41a3becd8601e02536f868c7a0,418465.935938,rect
195,Quantum Key: 710695aeb33fef77282ee7ece5628302bf5bdf86956b6be721e3b24134124289bd48c2ca7a6f0b1d4ed8f1a3444e930c189c28ecc3587552bcdf17cc9b95648c,396298.041919,rect
196,Quantum Key: 8cdcd87a220e6deee183d145b104cf15f3e617521254ce7636424fa171785501f77c63587ab8bdf911811392e48aa57ab145780ef9a84987853f333d8684b761,263615.010549,ellipse
197,Quantum Key: 1bc0640b13e2d60addd056dc97090306020a109ef2fc5f36a5fe73fbe8761aa8e55b91d60692cce7efc34a1fd32f9c4a61fc57238bb9730e1cdfaebc94312ee9,178076.088329,ellipse
198,Quantum Key: 9c7c4b795f484bfe5d7e2a7fc2ab7d9a85ca050e155a507d768716f290dd0e77e648b646a3254acbfc9a4760d5bcfb06987e6646bb86d64018568ef3b1a25362,176991.098524,circle
199,Quantum Key: 259ce25b3ba62ac79abbd8dfa8adf317249127563c1a0a15af2834ddce7c473b6389ef257e9306f8e0ef3c35f5528f39757aee09e662374e6babd0d2b518fe89,199406.718860,circle
200,Quantum Key: a1963347ea7ee92eb92b8278bf143557c7c3402dd5235472bf35788a1f34a5ceb1ccd6fbee194024a2ed6cf39d7f3b4e73aaeb452aedc9809294a76488334f39,80923.861839,ellipse
201,Quantum Key: 708fde47dcb903dc8076b1c662e83d079c0b39991276cb112bbbdf1c71760ceb54e01ec15f029e0ce5cee96a2207cde253f8dc0020f969a38bffb8be23927584,204122.598051,ellipse
202,Quantum Key: dcd2befa7f62908040ab5937d955326487437ff93dc148cafd873b34e75b805540f05cefe08f3b2e991f26f956d259f9b8d28a3fdc1e567105ad5918fcc8bd96,289226.475257,rect
203,Quantum Key: 8630a2b43f325ff04e355fe1a087ab9764bce0fb3c66f6eb7056a674a872d3aaea64f0e9ca0478e0a1648b962be188992d9413fa147172f869584653ef03f0d4,153153.235990,ellipse
204,Quantum Key: 4e32dd6d4333f3362f43cd2bd06253f8b08ac32be8b2aaaff66dd351dc9daae3a3fa8f3c428183c5a14ca4884f3d5d7b59093a27a47b6945d07a40129ea82fc5,499399.937825,circle
205,Quantum Key: bcf4286fc0690ccf3a041d0a69cfe332d5ccd8749fd9119e62aa823d63545455c15a4ce2bebb791f19d1546b84a7a2ba74dca30821afda6bf87ef63053f0a4ea,570003.283655,rect
206,Quantum Key: 25907f2c0e205ccaf418e4f007f3a797b7833f74fe764e502d999af243497aead83538925d4dc7a933d5528736a979c0f08b533a06f2c94cc2925504c411d553,103398.191513,ellipse
207,Quantum Key: b02ae7a60af26611978f2525329af890b8396e6afb29bb1b32bc3c3561c54f44ec1069a21425c62fd483c9ed3cb699bd955891657411629060219adaf973d657,225119.617582,ellipse
208,Quantum Key: 4b8246746b207f70f4583af15e8eed46204d180c194149b35edfc9f4ae5a94226d4b718c1c6f9257aea1e5756a81826dd702bb6472ab9e2cbfcc59ec2e07e646,542555.224711,circle
209,Quantum Key: d1356fdf7bfb91de9d273c5f5f3d86cdea956a169ab7b3b0ca33a37d9c21c93d8faa84bb6636f94438ed8c67bb98fdef749346f939fdadeedc67732d2c061090,236199.998241,circle
210,Quantum Key: 89b73ec95011df365980f335f38190c4b695ba8233d4f34906246b7ec18094fbf775ed750d601db6a99ce17b4b7ca7a307cc3982cfb2661fa486ec71c75bc5e3,262217.485341,circle
211,Quantum Key: bba22ca26b3f9e97f8a19f8da829c11544a22cc5a0576981687ddd090ecab95c2ef72996c3059da6c6ae7bc2a7738ee022cf03deca24ce9346116e24e017995f,159774.091723,circle
212,Quantum Key: 2d927a4227e045f9d4b18536153e769d53ff27a9cbf49e2c9979e6d0d073722c5c8f68c98df4dd6592b51d145d04d8c9dfc4361e5cf97d7892fca279eeee664a,200234.560943,ellipse
213,Quantum Key: 8c9b92768bd7e617779e97261beca0b3051ae0555f1355cf017bd8ef7c4c209923a12f53dd1d8b81afd8776a26d1e64861c18344a9d505cdde1961374d5a5256,318375.033222,rect
214,Quantum Key: a78b7f4e4f6154ef8742741eb68e58179a8d563472d49196ddacedb4bd5998b0f49a3e6598b4cc5fe52c0492d9dd2f6e8592c5d2ce43bce56e36eaaf19da9dcc,306164.579919,circle
215,Quantum Key: 555a0661347e22a36020bbcf4200587adc378d01b9ebb7d77ec974c3c394dd61b3ec8b4f406b2cf536c0a686efb4de09af43fab5be809cb2b695771bd4d55fff,196328.909952,ellipse
216,Quantum Key: fb272abb67508d51153d27e7f9436dd21e19b5f8dd00c00cd01e5de90fca54e9c959aa3517a3f4dc886f2947cad434c4fdd7c02c4f7b1263215c656fb37ca0c9,546283.638204,circle
217,Quantum Key: 7396a91091604bb8d1c7c5ab21c02461561a26c39d0eb9fd915db9c21a29152235887a8e5774dad1edd677c70de37ec9416fb7cdf39dac56a5f702dcd462300a,160258.083287,circle
218,Quantum Key: cb5246ffdefc32b541e395adb90580ba1aa87fe013a63b8d6f3b1b67d825b312051eb57e76035cde1236813eae83d560a9754eebf2f5e3ab62cd94514ebf4636,172095.929810,circle
219,Quantum Key: cf4fa9d2bc033ea5e13d012f7665b1e7c9803a64c59d1478241b3a78d2553af9fb5bb56632a0f259d5fcbcbebd85282e13f033bed5b41ebc67c5c216096ab0f8,310117.155962,rect
220,Quantum Key: b6aa8f0c9bc0ef6ea20318b9a6594f36bd7be4120da79afa3c5faa283f27c48dfe513d8bf0c9449d59cafbd1251e5394c6abebd431fec44d4898f5140e126cb7,284357.549399,circle
221,Quantum Key: 24a975071f5a5303ad4531f9f71c4c7e3b768126130518898141e05dc2b146cfa819e7ce1768bd20fe5ed75c45087812bebd91ecafcd0e908c37082df330abe8,214508.022910,rect
222,Quantum Key: 7759a7e0a361962c68e0ff5a6fad9e570024609b94c4372e8eb9f7a75def5711ba04f992d1dc7f35103a9f970f7b200c7d658bb6a3c4e74375f935ca667e7152,416397.147460,circle
223,Quantum Key: a75de558ace7077e2dbf7336295ddbf5a38279a004a1d3f3f4dfe8828667ca184d875b37eb0538d5f8476be4c89ea4b1f1d95a41c728129611f1f7f2912846ec,121067.797566,ellipse
224,Quantum Key: fd4d6a29589276ec36a17adfeff6fb614fc144341103b1548654dace316e6247fe8be29b3dc67c80dfae0d405e05e890c23b7a8a10f018f84781664f683669aa,360197.153835,rect
225,Quantum Key: 39de9e55cf36dab53096bbfa0ed450c98a098e974187a18941077bc55d5b75e9fd9293079fee0ad2d76a4be9d9eec1997f34e3ed308b715949324eaf272b3215,354944.072901,circle
226,Quantum Key: d1f6341abe9c855cc882cd318195d1a2cd7eeb2394853654e705c40a9330918fdd4e4177f1952478d43c05227b5af1090d51e8b2f1a7297bf1a3d2f6fa03669d,409792.864873,rect
227,Quantum Key: 00a3964f070a817a23324ee84f982979b7cca50b255e81ed11ce45d3ac7d27e44070b85da8ac6b974876af64d3d04614bf80d1a80c0daccdda2dc167820be958,230348.901337,rect
228,Quantum Key: 78cedd56179d4de995d9ec904bbb461cd569d5d618c768d5e0e91ff43d001ae43255ee43126b060a638cfe400b9387ee34396117928f7d8cb5a32df1e27e1cbb,478203.412660,circle
229,Quantum Key: cdf921d548c9bbcd390b711a4362b85d27966a972ab44f0ee1d3bb9df8a09bac6fb1848e69522a68ce9b30ac3182daf0f11cd7e195302918e590ff9c057454bb,263592.297647,circle
230,Quantum Key: c4987d6e20f737178eabca53859b45920f74f4bb14a995b7348bb25f09f744f7724d350d0a695a72062a1e579f67a2c790abd0adf6f050a32d0e44591c77e625,224309.374034,ellipse
231,Quantum Key: 33af55fb63109376cfd4f3624cbb6d5b44da4f50a3cf83a7fb44fd17052a6bb50f09ed63432987b162e908c065e1f0e5bca9f1795ed5f412477f15a3be443c92,418877.035712,rect
232,Quantum Key: 49ce58e24306d97eebcfbb3c54241c380bb60709279571318431018edca8d3a649019204d0bed2442043af24bee1cf89c23274b021a57155ed6f55a0d31a7094,237698.729615,rect
233,Quantum Key: ab53576bc0a1bff166d4d36dd5af276473ce3f0d695b04d08058e6169b4a3b1da9d6081c4021d9474f34219ad1f6b52651b44f1f21d8237b177ba72fcf15bacd,471991.370744,rect
234,Quantum Key: 60587a1563c592b349c331ff90518c90a8b2248bf546009035d38067e2ded3bc11e39d3093021bcfff52a9d47e4393343c4c74c03e581bc22fef00a02695b2ec,198727.210920,ellipse
235,Quantum Key: 6981d0da71826bdcbd5f7b437c2434fa79add5c91d80f1d1246be5c4ac33df806ae18060fbbd40e241ca4e695ac9c7f191a05053da9a7d0f7979cbdfc3f46c18,180462.468538,circle
