ID,Key Generated,Entropy Value,Basis Kind
192,Quantum Key: 2ca4b8ad79258d60ba31832f6fb089cc4f6501ebb087567e3217f3e3d87b9e00,Entropy: 1.07 bits,rect,rect
193,Quantum Key: f41869a717ab327fafb1850a8cae03d2fdf6d66dd7e247db5c27afadbabac39a,Entropy: 1.24 bits,circle,circle
194,Quantum Key: ed508c7992b1f04ef206f668f34f5ae608bc2c7c1dc27bf3c67f627d01513ccf,Entropy: 1.30 bits,ellipse,rect
195,Quantum Key: 2d176675d69eeffea624408e96d80fecb7e506b2b2e69a394aae980068550fce,Entropy: 1.31 bits,rect,ellipse
196,Quantum Key: b82a7c3cdba7f816af39fb220ab82ca691c90fd654b489e85d65c64b9493cf71,Entropy: 1.29 bits,circle,rect
197,Quantum Key: f8f402ae10cd851c2595cf2033dd83e36fbae32c4824be3478a89037b83f49db,Entropy: 1.33 bits,circle,ellipse
198,Quantum Key: 83641bfc3adff1ad24ecde70cf72adf7f6cfbd242c72e0fedd4c22230029b0b7,Entropy: 1.20 bits,ellipse,circle
199,Quantum Key: 5ea318b27df8ef64e25748534436847573b73289ccb114e494863ebe5a33b3fe,Entropy: 1.33 bits,ellipse,rect
200,Quantum Key: 858adaeec8244a4d8a6872b8f153f84fd1b3067d63f182692e9fd20578182243,Entropy: 1.28 bits,ellipse,rect
201,Quantum Key: 9fd912b2b0ff856369a730467ebd07259e734d9bc75bce6f41fec84aa15085a1,Entropy: 1.23 bits,ellipse,circle
202,Quantum Key: e7e04ad70abe5f4e7a1170e38e174ab13ca62970c29e66afdd91456a06e58416,Entropy: 1.22 bits,circle,rect
203,Quantum Key: 63ea7ab821c10e009316ae0bd8fa8390a32d7ac10c6d31004b2c44f974544810,Entropy: 1.26 bits,rect,ellipse
204,Quantum Key: aefe94a8d360252727b2fea7716c87c7462abec278c41293e5468d07061c85f5,Entropy: 1.25 bits,circle,circle
205,Quantum Key: 092555bbe766a6096381fefaf5db7a6797fa2afa244994431b0f1501d3852c5b,Entropy: 1.41 bits,ellipse,circle
206,Quantum Key: 1c515ccca704eb6643828d9c9050f5769f3bf08996b09048d2e75fa109e07cd3,Entropy: 1.30 bits,circle,rect
207,Quantum Key: a076e973a5e5bc364489a04dc58d31b4531424608eb8fe70e00c07d3ce4cffb4,Entropy: 1.26 bits,circle,circle
208,Quantum Key: 5eeb22408fe2c6fddbc414bdbcc7cee39c33d9f84cdb3603801f8a9317c7b472,Entropy: 1.23 bits,circle,ellipse
209,Quantum Key: 9ffdda11eeaf81443b91bb06246624e6041607624468cd7108dcb43a4ae3cd14,Entropy: 1.27 bits,rect,rect
210,Quantum Key: 8f6e0037c57fa318e17aa13e6d686117aa58c96496852cd52c86884b7d6aadb2,Entropy: 1.36 bits,rect,ellipse
211,Quantum Key: e386eddb1b4364c7997b786a4cc2fd1142b5f90663402c4ac529537231461230,Entropy: 1.24 bits,ellipse,rect
212,Quantum Key: 72e63207e508c0b699116555001124843de346738c49e005a81ca7eb91973926,Entropy: 1.26 bits,ellipse,rect
213,Quantum Key: 91543d8e66b9b8ddcca46838621e7a4b3226dd5d3b1d0d4131bde56e4c66c033,Entropy: 1.39 bits,rect,rect
214,Quantum Key: 4679f5d152b97c489424c68bb029cc05fcaa7f96b0d285dd504ae0c900d6506f,Entropy: 1.31 bits,rect,rect
215,Quantum Key: 8dc1620c0da511cb683977bcc99ae9e85f6789ea2d134eb618c403463bdff2fe,Entropy: 1.23 bits,circle,ellipse
216,Quantum Key: 3a273712e65c97fe5065f8124a11cf27bac2132cbc14f78d530e4caa9fa6b908,Entropy: 1.23 bits,rect,circle
217,Quantum Key: 4594028ca827ed5705d8c3d09ef66be0d6fed9989123ab394eb19701882f316d,Entropy: 1.17 bits,circle,rect
218,Quantum Key: 4f72d84f2ce7f0735264c544bb6b9975aba3278aaaebd825b4ff68d7998efe4e,Entropy: 1.41 bits,circle,circle
219,Quantum Key: 135139874243d1bbfbf4d580b1cff7c7a41e13d27804f386072c0a9571125b2e,Entropy: 1.36 bits,ellipse,circle
220,Quantum Key: e562c85904ad2db2fef234d29991e9de44cd9539144ea24f7581f6a556be606e,Entropy: 1.31 bits,rect,ellipse
221,Quantum Key: 4d053270aadce699e6b65720e6e92287d88799195a4dc7d7368be1a04c8cb81d,Entropy: 1.43 bits,ellipse,circle
222,Quantum Key: e80517530034a955d26d7091adb531a8e0c8784a6e2572687807d32eab927d19,Entropy: 1.28 bits,circle,circle
223,Quantum Key: b11fc9aa4467eacbf81fe228d5f9c08c75c0a5f4aa2a571c3bce60b4314c3e28,Entropy: 1.35 bits,circle,ellipse
224,Quantum Key: 67da822dae1034d98c74968c43998dcd0bcfa93ffc6ee96ba6581dea33fab2b7,Entropy: 1.19 bits,ellipse,circle
225,Quantum Key: 169d46c97a16f02679c74418de28b6f2a7b4683e184ce65ea17c0a87c6d43f0d,Entropy: 1.40 bits,rect,ellipse
226,Quantum Key: af9bfea4cf1ce90dfb70fbd3c098333a2ee25f0ee1c22a4ae3c3477e31fe6f70,Entropy: 1.34 bits,rect,rect
227,Quantum Key: ca1c3f0735f0df15d28d38ec7b2b149f388a3c7117310ca28b426c7af38f435b,Entropy: 1.38 bits,circle,circle
228,Quantum Key: 72f7fd249b75dd047b687115309a50a35aabbb6319a313ec69d1b7c574812400,Entropy: 1.19 bits,circle,rect
229,Quantum Key: 89dca6b91586df1ad77acb94687726c605156ca77d3f07320672ac45fc27c51f,Entropy: 1.25 bits,ellipse,ellipse
230,Quantum Key: 95ad740be96cb7421383579fac1ca979a26f01e15e40222754177cbd24cd3c36,Entropy: 1.25 bits,rect,circle
231,Quantum Key: 0f31e46271cfffaa5280cd946775122bb5354ce22739e7ea2c9f9219d8e63b7f,Entropy: 1.40 bits,ellipse,circle
232,Quantum Key: 62f06cec78dc3ccee847718c169bf0fcef959ba2d219557b330ac7dc8a380cd5,Entropy: 1.20 bits,ellipse,circle
233,Quantum Key: 001b7402913911856bc5e211c1a4f5e87dd21250dde279e196a3c89d46a995a5,Entropy: 1.18 bits,ellipse,circle
234,Quantum Key: 169ed757dc61eac3caf8029e2641271b8bc50706e594e11ad17d17e691a3bbb1,Entropy: 1.25 bits,ellipse,ellipse
235,Quantum Key: da0a878850852c232577451b840f80677dc15c29e631292301f3e931ca639cf7,Entropy: 1.12 bits,ellipse,rect
236,Quantum Key: 75dca798eb5a9e87dd3c740f87a111c4c3637b1d471f5252db6bf6ccde27b049,Entropy: 1.22 bits,circle,ellipse
237,Quantum Key: 951db8abef3652be0c73e7f073b642a75eaf777a9b64d153091d9d68b9942b63,Entropy: 1.32 bits,ellipse,ellipse
238,Quantum Key: 347ed0679d0328dbb13c00964344777adc0dceba61721fe5d5d24d869c9b317c,Entropy: 1.27 bits,ellipse,rect
239,Quantum Key: a97f3d07b946a99936efa7ba39c75259f4d999b0b536ed75b083ff31ceaa7388,Entropy: 1.23 bits,ellipse,rect
240,Quantum Key: 1441b4cb72995f51d4ab977e1c05633f9c4da538af1009c5b142d9c188bd229d,Entropy: 1.35 bits,circle,rect
241,Quantum Key: f3c954b6a6e143adbcc15f1c8cc55a679f73ca63729158a8263474faaab8e0e3,Entropy: 1.22 bits,circle,ellipse
242,Quantum Key: da3f0af079f7dceb11648c515978c753f8e1b8095ba7a382b2d63a3a450e31b4,Entropy: 1.29 bits,rect,rect
243,Quantum Key: 671b713f476d6fcf5a462335096e5719501ae02167f4cf173b85f8e3d854a2ff,Entropy: 1.22 bits,ellipse,circle
244,Quantum Key: df2d3c828cace98aa4ca2d08b9eec28d40a0376e472b84fd6be893303cd6f2de,Entropy: 1.27 bits,circle,ellipse
245,Quantum Key: ab17b0f37f97406e8bde80f7fc6065877dc7139479ec85e9fb23c6dfb5539e8b,Entropy: 1.29 bits,ellipse,ellipse
246,Quantum Key: e7b7388afc6a1d8272b734ed5ac73c0a2300fd15ae29e964f3e614d050d07337,Entropy: 1.30 bits,circle,circle
247,Quantum Key: 90b87099b9665d40036865efe8efa7c9cb4bc6a4e8cf3328514d4f6fa6565c14,Entropy: 1.27 bits,circle,circle
248,Quantum Key: 151431140aa416186096c2c2d21496d17aa83f37fcae54c043376fffc5fad1af,Entropy: 1.27 bits,ellipse,rect
249,Quantum Key: da607f264e88ca76bdd6744316b9bc7808d3222296f424a765b3a27e7f7a5959,Entropy: 1.39 bits,ellipse,circle
250,Quantum Key: 3241f37e8caa162b3c509ce1b4d5a1e0312f4ac974829f082f59aedb71301056,Entropy: 1.38 bits,ellipse,ellipse
251,Quantum Key: 84d7dfe98e42623393ce7f19e96e78efb7c691a6774a9056fcdba3062f898e91,Entropy: 1.29 bits,circle,circle
252,Quantum Key: 753b68d7e438193f4f36421c31f7089bf427e90d1c21988e786a2f644d4fd10e,Entropy: 1.23 bits,rect,rect
253,Quantum Key: 81634d1d492c3c535736ec0c7659cf797137a2f1ea072e0509eed3aded07b039,Entropy: 1.19 bits,circle,rect
254,Quantum Key: b4ed40d7ba2331833e9aad98db3b5147d1a0fc8808510b43a4ac50084d6c2229,Entropy: 1.39 bits,rect,circle
255,Quantum Key: fb1fafe63a7bdca0037e41c7db6638948adaf75b51b2c7c77e5df6017797b2d7,Entropy: 1.20 bits,circle,circle
256,Quantum Key: 4d81a9a647cefb0095ae9c3d44fd7043d5451caa72430801379e6bb38b28d9c2,Entropy: 1.30 bits,circle,circle
257,Quantum Key: 7310442986929ad0c325731413bb698bdcaf472be0028997610937d7c9d25ccd,Entropy: 1.34 bits,ellipse,ellipse
258,Quantum Key: 9344bbe8b19756564c2660c1fb7b1ace9833ae2f8a6331b4d6143d5309fe2599,Entropy: 1.39 bits,circle,circle
259,Quantum Key: 12f0d0e6a38358bf9b9569483726b9d71bf5ce219ba958643069f8ab229ea8d4,Entropy: 1.20 bits,ellipse,circle
260,Quantum Key: 8bd97ba9895bfc0e9b01ca5141b19d4c48c3bd29b6d45863de9d162177ba1de8,Entropy: 1.21 bits,rect,ellipse
261,Quantum Key: 08a08ed42268f013f3bfb47fb4c47430373d344e5b42ef123e14e55acc1aa3c6,Entropy: 1.21 bits,circle,circle
262,Quantum Key: 77cd76572ef75dcecffbe841f0220a85ba068bd0daa18b6772549480f185df25,Entropy: 1.24 bits,rect,circle
263,Quantum Key: 66b701bb38370460aac5c94f5fd3ee378b7fbd96bfdf910920f53a6161317c5a,Entropy: 1.18 bits,rect,circle
264,Quantum Key: d6d102af40bf07f736533a56edbe02dbfa550b1ac13b0d5a7907a96b5065d5fd,Entropy: 1.32 bits,circle,circle
265,Quantum Key: abb5fbaf8deb8e02af92fa9921d4796e0294532c8a0ba83cf5fc717f34b84935,Entropy: 1.30 bits,ellipse,ellipse
266,Quantum Key: d3d9dc548f938682472e24997ccdcd7ad7e610aa781d1deba038d2718ded84b6,Entropy: 1.29 bits,ellipse,ellipse
267,Quantum Key: a0119e3d3c61e4ce9322d34a02395c18de6e3ddcaaf221d94f5316f3c983eb49,Entropy: 1.22 bits,rect,rect
268,Quantum Key: 67660b784c6f7759b311a64a68b74b8fcdd50a8ce4339e37e06d4466ed1525bc,Entropy: 1.31 bits,ellipse,rect
269,Quantum Key: f18df4c98ab4557313e94317dd310a7c5b406ac8b2d48b4d9ca6a77b44df08c6,Entropy: 1.19 bits,ellipse,rect
270,Quantum Key: 78a0d6f8ecaf7c3a602a0dad36fb5f88bf60ec8b20b8e71ecf384ea7e503d022,Entropy: 1.27 bits,rect,ellipse
271,Quantum Key: 2ddb210071873db73ff6febfb29b63b7942b25a9db497e091f03f4063a304114,Entropy: 1.15 bits,rect,ellipse
272,Quantum Key: 9850083a73d8d6a634dd551f89f4258745124180fbcfae30a8b4066cc0299187,Entropy: 1.41 bits,rect,circle
273,Quantum Key: a34d8f73823a252e62c8ed6aed16a9f995eb5d4c82ec8f5217de9de6ee423a61,Entropy: 1.18 bits,ellipse,circle
274,Quantum Key: 20c08900b5aed134bb2af66701e67343822cd6bea326b29daaf7d533716259a1,Entropy: 1.29 bits,rect,rect
275,Quantum Key: 7dcfb233bf17501ef3b9bea8747bd26b8d6f99c02820e1c957b9ea895d5db975,Entropy: 1.34 bits,circle,rect
276,Quantum Key: 68e5b267934f201faa54e6e5064b8616cae73aa20b841e34a3288938464f4882,Entropy: 1.10 bits,circle,ellipse
277,Quantum Key: f961ef6b1217586acfc01b321f278959e3e0f31bf0c2ce0a02f75fc109192fff,Entropy: 1.22 bits,ellipse,circle
278,Quantum Key: fafb5d5adaecacee8adfb89f8ed97b377687c80d38183416631ef68480fdfe7c,Entropy: 1.15 bits,circle,rect
279,Quantum Key: 584de5e74e66375c6722a84db9dd271c7a8d8d29e28672150476667660b45d14,Entropy: 1.30 bits,rect,rect
280,Quantum Key: 5dc1a22953f4790a9f23eb438efa97ea038cea1adf75f74e4ac3d433bc5bc935,Entropy: 1.24 bits,rect,rect
281,Quantum Key: 7c73b688fee242e3f3523bfbbc5b8890bbbe6eecd2445f9cdb2bf6c5179ad4ae,Entropy: 1.38 bits,ellipse,rect
282,Quantum Key: 03edb6a93bfcb11ce86cfdde390ebaf66a82c8234c0cd9bc82e68953e9fd7e50,Entropy: 1.30 bits,ellipse,circle
283,Quantum Key: 3c9e178275e13c5d242d0791efb1069019f57a516ec042b827de6f77a9fe142a,Entropy: 1.31 bits,rect,ellipse
284,Quantum Key: c3e1faf320232b6e67b7ad74ff674f4c1b3aee72b4c49c945b9aef1bb4b91a14,Entropy: 1.38 bits,ellipse,circle
285,Quantum Key: 3217d6b0b296b7df2667de44b310ee21295e691a16abcb440e51b8e46bf74a6c,Entropy: 1.25 bits,ellipse,rect
286,Quantum Key: 2b44f9e38e5d66df7602a4c75676a487a449e71aaa28e8f06b2ae6b2d9805a4b,Entropy: 1.25 bits,circle,rect
287,Quantum Key: 5d93420a4846c0f85d38e13e3b2466d92a9f11baac568e515e701ec8a8def7c8,Entropy: 1.26 bits,rect,ellipse
288,Quantum Key: 170490d6233068241d2247a4ae001353d1adf268b6997ae413cc3558c411a0b5,Entropy: 1.09 bits,ellipse,circle
289,Quantum Key: 95df3d8bb4d546b4299250a59c066392711fde90d0ff02ad481fe055de80c316,Entropy: 1.08 bits,ellipse,circle
290,Quantum Key: 662d77dff8fff037913cfc25667cb928aa1a4819ebb4b47b37e6d69fa682c37a,Entropy: 1.26 bits,circle,rect
291,Quantum Key: 604b650da129ab646efe3fc01c9adfb8b51b5dc6f0f8b7776a29a3a268eda307,Entropy: 1.27 bits,circle,circle
292,Quantum Key: 003e73ed534fdbf4f6d623e8faa795c2731ec913126e69fd0c90435fdb5802a8,Entropy: 1.24 bits,rect,circle
293,Quantum Key: e016e6b9e84bd8219109bcb06db13d69cdc86c5a707a565a9f8244c3ca5806e1,Entropy: 1.24 bits,rect,rect
294,Quantum Key: 79f843ff57bd2f1a1eaf8aa9329c23de892711c6ee939375e79c70f60fec4bad,Entropy: 1.29 bits,ellipse,circle
295,Quantum Key: fb6e27d53e027f884bceee45b2960f6b0931229ea90f0bdf92b598fc29f4d406,Entropy: 1.26 bits,rect,ellipse
296,Quantum Key: c99c0639de7bc39f0541aa22d95bd3c788d17d7ce2bbb5b4d05042008cf61fe5,Entropy: 1.43 bits,ellipse,rect
297,Quantum Key: 911cc4ddaec36dad82085c8f1042ae5630588b0742b250958f9994ea71d75871,Entropy: 1.19 bits,ellipse,rect
298,Quantum Key: b7705377654cf03bfd1d86fb6bfb35256583e69db9b3ba025f96238792c50ebb,Entropy: 1.26 bits,rect,circle
299,Quantum Key: 94c80594722abe471476b1b9a9ed4ef33c5ed88e835c8eefc493af8e9ec65766,Entropy: 1.33 bits,ellipse,ellipse
300,Quantum Key: b57d7a93751f861c28bcb831a4c30d3705cb5de154b111363dda94adaf9e34d8,Entropy: 1.24 bits,circle,rect
301,Quantum Key: 2f41dc66811e483242887ddd3ffee9424d4e80b826fb48fac1262b65138ae103,Entropy: 1.23 bits,rect,circle
302,Quantum Key: d2d80d10d69508bf4b3bb1c1a48d121bbd7f6293688e93f4603239ab36b77013,Entropy: 1.30 bits,rect,circle
303,Quantum Key: 71f1bb821cfdec95799c55dd021dd0638e78988956128576e53a296240a25a99,Entropy: 1.32 bits,rect,ellipse
304,Quantum Key: 586ae3f35f81e081f80f307e0663095bf9b125c89273e4a005a9e4a58bbc3fb2,Entropy: 1.20 bits,circle,rect
305,Quantum Key: ab83b6efb8e733003fbf3d1c5fc4155d0a0aaacb2208a0e0e52ebaa621709c8f,Entropy: 1.07 bits,ellipse,circle
306,Quantum Key: 48973a36d98616798a16fa45caa7044f0979cb2a258ea6a36e7ea666de324066,Entropy: 1.25 bits,ellipse,ellipse
307,Quantum Key: ef64bd715b43dc689901ec99f5c27b25c071ea09967323cfd289217108e155f8,Entropy: 1.17 bits,ellipse,rect
308,Quantum Key: 8d1d02ce08d8042081aca9d522398df48c3a2b885df05100f5f19aa6510eca46,Entropy: 1.19 bits,rect,circle
309,Quantum Key: 3ad603ecf63270023456a7a3fd38a7888bcb2757277cc7dac9d39d3d75435727,Entropy: 1.21 bits,circle,circle
310,Quantum Key: 7330cb2782cac0112cc834e2dd8146440d314c81a783616ecdd4fe5552af2ec9,Entropy: 1.36 bits,circle,ellipse
311,Quantum Key: 864425d2246ce63317d63cd9c862fefaf23ed6d7da8bbbcb8e06d0b0ed332116,Entropy: 1.19 bits,ellipse,ellipse
312,Quantum Key: eaae98fdc92510b10eeeed2efebb01b5aa40e02cdb8e7012e0048f2cbad271a5,Entropy: 1.31 bits,circle,rect
313,Quantum Key: ebf96894c544d5153af520abbb96c5439455210cdb7e8201f62ef632c649acdf,Entropy: 1.30 bits,ellipse,rect
314,Quantum Key: 88b41b9f1f288a7d5b58d6e6fc15ede84e475bc5bf6ad7b093bac43c6186871f,Entropy: 1.29 bits,rect,circle
315,Quantum Key: 9d6cc7e722b12829d847b2242c17c20954707a15f1dde6163af9765a72a02b02,Entropy: 1.22 bits,ellipse,rect
316,Quantum Key: 8976d8088c89497737933e53260325f8e5700c01c60033f938200afd93f1e995,Entropy: 1.15 bits,circle,ellipse
317,Quantum Key: 330069774ed685a13cc3fdd2d481fe461ebebda5f6ac03635d2678f34abbee27,Entropy: 1.27 bits,ellipse,rect
318,Quantum Key: 55485cfe2b5f765095382694d531b000ac6c9b72652ab8f6cd968e494f4fbbd7,Entropy: 1.31 bits,rect,ellipse
319,Quantum Key: 7f78739461d91abdf9b9d1eefb73fa587061fd38476983fa99b1be41b477790e,Entropy: 1.38 bits,ellipse,ellipse
320,Quantum Key: cec06f35412f7f21609eeb0c5200e5391610ffdb3693458809ede49499d2472b,Entropy: 1.23 bits,ellipse,circle
321,Quantum Key: 840cf3446d7206f665f7f1faf44856d1c82ae0f3a78a3ec90eee14ad5e288337,Entropy: 1.28 bits,ellipse,circle
322,Quantum Key: 66f997755bfc041577587a1805d393eacd33f45845f1f280463681966c5623d2,Entropy: 1.18 bits,rect,circle
323,Quantum Key: 97d69eb8dbd851d3397418cbd96f5b2eb6117839e0d6cd1780c065da8a50d1de,Entropy: 1.36 bits,rect,rect
324,Quantum Key: be338523e29db31d4d17ce5d19fa0d1b5b7857308ba8b3e372da62dc3424d058,Entropy: 1.23 bits,circle,circle
325,Quantum Key: a2d6869c92277751069c5e63bfe377132876e6529f8cc2412649de8efd81f85d,Entropy: 1.18 bits,circle,circle
326,Quantum Key: e5547188bb11036bd3b329eb63d14dc83738e88a157977c870a2f19a69a14b27,Entropy: 1.27 bits,ellipse,ellipse
327,Quantum Key: 92454ca2523f5ee1804426faf41d33a7e7238861a9c69958e628550762d43141,Entropy: 1.31 bits,ellipse,rect
328,Quantum Key: 0da3eae2b4c4445d95d56624d440f47826ee1b6228230d5e25e420b55d325450,Entropy: 1.27 bits,circle,circle
329,Quantum Key: a06505ea23e8cfb78bc785c5b20b68bc6431f6d4b0c4da2c13e415dc0f270e42,Entropy: 1.27 bits,rect,rect
330,Quantum Key: c26b07b5069a9eb60d519741f2cf9fe4c1d16607e0d6af6481b43cb839defd53,Entropy: 1.29 bits,circle,rect
331,Quantum Key: 1d52104872f907073107fad6221bae5083e5fe9e8f9e36c37a2bbdec496c0edc,Entropy: 1.31 bits,ellipse,rect
332,Quantum Key: 5a4b5e45f18de37415dfd3c4847057017e5a1eb477e062889f1f0280d9148abd,Entropy: 1.36 bits,circle,ellipse
333,Quantum Key: fe14ed46b6d0b89c2fc58f57423234c1284e77b7df6ee048a0d37b4af4f18feb,Entropy: 1.31 bits,ellipse,rect
334,Quantum Key: b9c1115f953c04b5db2438711145602564118c3a9a870771dfca70d6d20713c0,Entropy: 1.15 bits,ellipse,circle
335,Quantum Key: 552dd22ced6ffb836ad3fa34054eba1a0c53fe6559c99e98030cc06cbf552e90,Entropy: 1.28 bits,rect,ellipse
336,Quantum Key: 95e677b5941043d3119b4a9f97f641043b62619431469a1a5bbb460e74c32e67,Entropy: 1.33 bits,circle,ellipse
337,Quantum Key: 77ae4336463423e61b62540a9ccff5c418115c47786079193e45382d9c20bb43,Entropy: 1.32 bits,rect,circle
338,Quantum Key: 925bf9e15f6f280674bcc6ee3889ffdc5b9eeb979af7decd8657b2be5a8e905f,Entropy: 1.26 bits,rect,circle
339,Quantum Key: 285cd660df19d687b958e17cc12eb1ddc74a39848a9387e79fd184e691402174,Entropy: 1.33 bits,ellipse,circle
340,Quantum Key: 662b19fe3f1b9c9f594ddbfa3743e7db3f68b01b98f109d6fe0d5b7e93f2e562,Entropy: 1.01 bits,rect,ellipse
341,Quantum Key: 2d0c9856699c468707a5178d87c69f5708dad6f3ccedbdaa43b67e49d499efd6,Entropy: 1.32 bits,ellipse,rect
342,Quantum Key: 68c1afa24c08f2a1334377cf0ca914435a3d0274fc94c32e917e15cb3228c63f,Entropy: 1.29 bits,ellipse,circle
343,Quantum Key: e09d1d828454cf4716f025f42678a2a9fc8d29441e013ded05e7ba38a3ee5d6f,Entropy: 1.33 bits,ellipse,rect
344,Quantum Key: ad61fa6f78cd9f658453ebd0cf0f2aa129b5177df8d80a00fc33c28af3eb1fd9,Entropy: 1.05 bits,ellipse,rect
345,Quantum Key: d63e92902c4390b2484f09a8e050bc729d1943471b5ad21312267b75bff243cb,Entropy: 1.19 bits,ellipse,circle
346,Quantum Key: a4b0f1929880294bdfd43eb17cc7d59c29508469a1721f32b8680aa1f8603ad6,Entropy: 1.24 bits,circle,rect
347,Quantum Key: 924cd00af7f3916bd27358112515aacb627be36cb191c2a44d6acc8a12a1f702,Entropy: 1.32 bits,circle,ellipse
348,Quantum Key: f3a1f9dde3d3fd118914c1f3d47a72c0710eb696cc425b93cb4b8c9fff87faaf,Entropy: 1.42 bits,circle,circle
349,Quantum Key: 87bb2d1f13f3bce1add08c93a936689d1a5d28c55018a4180718c1cb336bab39,Entropy: 1.30 bits,ellipse,ellipse
350,Quantum Key: a1ecfaa0afa1e06b1898e1ea076f634f681362a9f99d998027a9869336bcc660,Entropy: 1.27 bits,circle,circle
351,Quantum Key: c246896913f692e7a2c3f305bd4583dcd78e626b9c0ea40a2b81605fec617eb0,Entropy: 1.30 bits,rect,rect
352,Quantum Key: 0eae40d1cc94fce53b319e400313fbb4f8ad5ef22043850421261835c6e8fe37,Entropy: 1.23 bits,circle,ellipse
353,Quantum Key: b4fa6aa2251f3cff6962f49f6be1f08124f3fe6dc33c9ef61ba88229218b9004,Entropy: 1.31 bits,circle,ellipse
354,Quantum Key: 071e54639cf22623ee3b1c612d12c0dcaf3e877e06bcf61eda64c7913e27d789,Entropy: 1.28 bits,circle,circle
355,Quantum Key: 0cb67442a7f906f4672ffa1363696ab727e955a3d4042facc3a2d2b736f85b08,Entropy: 1.27 bits,rect,rect
356,Quantum Key: 8620e0a52c339145e5dd3ffbc8eea980975e2aa721ac9d662a7a7417e0191033,Entropy: 1.29 bits,circle,rect
357,Quantum Key: 34764a32f6a5a15b62b6155cd86b4bc27634ff9a568aaf113ecc4ac87b018f8c,Entropy: 1.27 bits,rect,circle
358,Quantum Key: 507e00bdbe9889f2a190fb467ff961b06492795dd6f384d735e1593dbf40a2aa,Entropy: 1.27 bits,circle,circle
359,Quantum Key: 4f30520a860ec06bfcb90c7db956cd5c037adddfdd5249edab101b5e38daa9a7,Entropy: 1.11 bits,rect,rect
360,Quantum Key: cd2956c61a3f89a65c3950e1adecc77ca448bfb58bbdc757865f683f9b9f5966,Entropy: 1.11 bits,ellipse,ellipse
361,Quantum Key: b63868191cc69799d9ea497fea835120413091f582c35ea0e50160b668f8307e,Entropy: 1.31 bits,rect,ellipse
362,Quantum Key: 9bd4ca61da57a5a7f3bdf382e2fd43ad5f7250229ff19204d73fe94809fc6cd2,Entropy: 1.28 bits,circle,circle
363,Quantum Key: 4c3550eca367668767bff2ca34be1d3f02f60a17e61895c6d0a14611fd8f30ed,Entropy: 1.19 bits,rect,ellipse
364,Quantum Key: 69ff82a6b8bdd5dbc6c6810ff2c5fe1ef6f885cb9f95c4d1fff72336e3457be2,Entropy: 1.31 bits,circle,ellipse
365,Quantum Key: 148bd13181d61ee07bce1db9a1df54d2cc36823d72ffcbce660881b19b9874ea,Entropy: 1.30 bits,rect,circle
366,Quantum Key: 4da957fb325cc52c449fe123a44652c2a4402aca5f0738425281aa4d6f2bdf40,Entropy: 1.22 bits,rect,ellipse
367,Quantum Key: 7146088e1b1a50abad3e1a3d43efe2ed40f6e54c0a20a6d4bf58b4f17fa0c3d9,Entropy: 1.34 bits,circle,circle
368,Quantum Key: 9ca5ff9f00ba8b1a081cded3b2bc687ed3e3a5d849b11f163d5f7686664b32cb,Entropy: 1.30 bits,circle,rect
369,Quantum Key: 07fc539cc4ffa384838bc07be5fb76ed856763f9092a3f5de29d733e908a3f7f,Entropy: 1.31 bits,rect,rect
370,Quantum Key: 3e402d0567c79b0951386a6821044aae0918efdb5452cace025cb5ad3023724f,Entropy: 1.28 bits,circle,circle
371,Quantum Key: 14e80129d9d59d7ab4f8634b5451ed6e78d697d102435df97841ea3986cdfe5d,Entropy: 1.29 bits,circle,circle
372,Quantum Key: 3b8fe99e5882464ef85f36911d9aa546b646e6eef1bc5c8f29ee8dce05c5fe76,Entropy: 1.25 bits,circle,circle
373,Quantum Key: 76c24cc7890a6cab16148abab17fce595a8ea6cd7b6ae412ca977d87649342eb,Entropy: 1.12 bits,circle,circle
374,Quantum Key: 6aa003ea317f4ed34f666575aa9fcbef92a1f03aa54848c6b34a723dd4289e7c,Entropy: 1.25 bits,circle,ellipse
375,Quantum Key: 724092534c60db05a5f3d4a9f639e2b76ae875d958be47654f89308a06f9e47b,Entropy: 1.29 bits,rect,ellipse
376,Quantum Key: 6a47a9b35284fe76cd62db812f1876dfa0eeed39aae5e80b0efcf32421335d8c,Entropy: 1.13 bits,circle,rect
377,Quantum Key: 344fcc8a5e2a83ad8d7d33c308d156edb22af1e7a3ae3e8cb373edc8b0997735,Entropy: 1.22 bits,ellipse,ellipse
378,Quantum Key: e00e2db189447519c195d96b34eaa751194a6ec60a3694007bf25ff77ad6739b,Entropy: 1.30 bits,rect,rect
379,Quantum Key: 5d8bb8feb307426aa194e22953c625719d3103db366ec0ab10bd09e2f4f3a957,Entropy: 1.24 bits,ellipse,ellipse
380,Quantum Key: 4fec28d7f28891315ef3705ed0981ad2e225d93c9c03ec53db55e43e2825ccdd,Entropy: 1.23 bits,rect,ellipse
381,Quantum Key: 6e86dceff58eef606346d279c00c34238352dd92270f21c5f9808b3b0a67f617,Entropy: 1.17 bits,rect,ellipse
382,Quantum Key: 4778b4e36a98626ab9f4f0b6b3e6c0bb5f47d70bb834750d1b61a3cf2aae53be,Entropy: 1.29 bits,ellipse,rect
383,Quantum Key: c5e275c101cb1c17a272e2b64ec306a656a3e8ce184a575e7ba4b553015adc4e,Entropy: 1.22 bits,ellipse,rect
